name,description,average_score,class
Belaad: The Land of Swords and Quills,"In the golden age of Islam, many Scholars arise and amaze all in the land with their inventions and discoveries. Meanwhile The Kingdom who has just discovered the power of knowledge, starts to intrigue these Scholars in order to strengthen the monarchy and profit more from ruling the land. But The People who notice the intentions of the Sultan and his subjects, confront The Kingdom and struggle to help these Scholars. In the midst of the dispute between The People and The Kingdom, a sect called The Hashashin (The Assassins) has risen. They believe that power is the root of all corruption and must be destroyed. Therefore, The Hashashin are lead to killing these Scholars.&#10;&#10;Belaad: The Land of Swords and Quills is an engine-building thematic card game for 2 to 6 players. Players are split up in three teams and over the course of the game, attempt to triumph over the other two. The Hashashin come in play if there are an odd number of players in which a single player controls the team. Every team consists of a unique set of characters with special abilities and is as follows;&#10;&#10;     The Kingdom: Sultan, Vizier, Treasurer, Sheriff, Commander.&#10;     The People: Bahlool, Preacher, The Trustworthy, Altruist, Folk Hero.&#10;     The Hashashin: Sect Leader, Hashash, Spy, Assassin.&#10;&#10;&#10;The Kingdom and The People follow the same goal of hiring the most Scholars while The Hashashin mean to kill them. Every Scholar provides a number of scientific symbols for teams which count as victory points at the game's end.&#10;&#10;The game proceed by playing action cards. Each player has four cards in hand and plays a card by turn, using the action on the card, and after that draws another card from one of the three decks. Action cards help each player strengthen their team's characters, gain coins or steal coins from other teams, declare war and hire Scholars. Every character has a certain symbol, other than their special abilities, and can be strengthened by placing tokens on said character's mat. For example, the Treasurer provides more coins, the Commander becomes more powerful in war, the Sultan gains more influence in hiring Scholars and etc.&#10;&#10;Victory points are gained by two means; scientific points provided by Scholars, and military points gained from war. The game is played in 4 eras in which different Scholars emerge and at the end of the 4th era, the team with most victory points prevails.&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.81,9
La Bataille de Dresde,"August 1813: Austria ends its neutrality and enters the VIth Coalition against France. After joining contingents of the Russian and Prussian armies, this new army marches north out of Bohemia nearly two hundred thousand strong. They march along the west bank of the Elbe into Saxony, this army's large lumbering columns stretched across the Erz mountains.&#10;&#10;From where he has been pursuing enemy forces to the east, Napoleon sees this new threat aimed at his line of communications and the city of Dresden, the main supply depot for his army. Only a single French Corps stands in its way. Outnumbered nearly ten-to-one, it cannot hold. In a flurry of orders, Napoleon redirects his guard and several corps to march to its rescue.&#10;&#10;La Bataille de Dresde details the titanic battle that ensued on August 25th and raged through the 27th. Up to four players control the Prussian, Austrian and Russian forces commanded by Feldmarschall Carl zu Schwarzenberg, while up to a further four command such French personages as Marshals Ney, Marmont, Mortier, Victor, St. Cyr, or Napoleon himself. Every battalion of infantry, squadron of cavalry or battery of artillery that was present at the battle is included...and are at the players' command.&#10;&#10;",8.81,9
TerroriXico,"Description from the designer:&#10;&#10;Across the ages, the most terrifying Mexican legends have been kept within the pages of the ancestral book: TerroriXico&#10;When the book is opened, the monsters within it are released. A team of bold hunters must chase them down and return the monsters to their pages before they wreak havoc&#10;In this semi-cooperative card game, players must help each other in order to capture the monsters.&#10;By using ancestral relics and other special cards, they will prove their courage and defeat the monsters, earning victory points.&#10;The player with the most victory points win, for proving to be the bravest.&#10;&#10;TerririXico is a cooperative card game about myths and Mexican legends, where as a team we must return the monsters to the book.&#10;How to play:&#10;&#10;All players have a deck of 50 cards, 4 kind of relics and special cards.&#10;Every monster battle is a round. By turns players can play 2 cards in the battle zone, 1 open card and 1 face down, or 2 open cards applying the effects of the cards if it has.&#10;The player who plays in total more relics, will win the round and take the firts place and the monster card, the other players gains the points from second place.&#10;If any player passes by can not play cards receive 1 card of trauma,these trauma cards go to the player's deck.&#10;But this battle might have consequences in the minds of the players; if they can't play any card to stay in the battle, they will receive trauma cards, If no player can't play anything they might also receive friendly fire&#10;&#10;Open the book and let the monster hunt begin!&#10;&#10;",9.43,9
"The Battle of Fontenoy: 11 May, 1745","From the Clash of Arms May 2008 Works In Progress flyer:&#10;&#10;Fontenoy brings the highly successful Battles from the Age of Reason series to the War of Austrian Succession, with several nationalities not yet seen in the series: French, Dutch, Hanoverians and English on the Continent.  Fontenoy is a tight test between the greatest captain of the war - Maurice de Saxe, commanding French forces behind defensive works against the inexperienced Duke of Cumberland commanding a mixed group of Allied troops.&#10;&#10;Aside from the classic, historical battle in which the Allies try to breach the French defenses, variants will allow players to explore options which allow the Allies to outflank the French, add more forces to both sides, and even take away the French defenses for a straight-up contest on the plains of Flanders.&#10;&#10;Fontenoy retains all of the aspects of the previous games of the series set in the Seven Years War.  The scale is 100 yards per hex and 20 minute game turns, with infantry battalions, cavalry regiments, and artillery batteries at the scale of 1 strength point equals 100 foot soldiers, 50 horsemen, or 2 cannon.&#10;&#10;Also included is the Battle of Melle, 9 July, 1745.  This is a complete battle with a small number of counters per side, played out on a half size map.  Melle is a rare meeting engagement and is a swirling, chaotic battle as each side seeks to obtain their objectives before night falls.  Melle is a quick game, ideal for BAR beginners or for those who want to play out a full battle in one sitting.&#10;&#10;Microbadge: &#10;&#10;",8.61,9
Hogs of War: The Miniatures Game,"Hogs Of War has gone Mini in the Hogs Of War Miniatures Game.&#10;&#10;Command one of four Hogs factions in a conquest of Saustralasia.&#10;&#10;Recruit your favourite classes of Hog from the original PS1 title including Snipers, Engineers, Bombardiers, Grunts and more! As well as Tanks, Biplanes and Airships, modified to be as you have built them!&#10;&#10;Build an expansive Base to secure your economy. Upgrade your forces to handle new situations, outsmart your opponent or master the terrain!&#10;&#10;Featuring;&#10;&#10;&#10;     96 Miniatures in the box, with Airships, Tanks, Armoured Cars, Biplanes and Infantry!&#10;     A unique RTS-style &quot;Base building&quot; mechanic that uses polyomino Building tiles to add an upgrade system, varied Unit recruitment and more to your faction. There are thousands of Base setups and Building combinations available!  &#10;     A Campaign Book with five core &quot;Mission Modes&quot;, as well as a customisable Co-op / Solo game-mode.&#10;     Out of the box terrain, including Mountains, Forests, Roads and Rivers- to turn any Battlefield into your own unique creation.&#10;     Hundreds of tokens, high quality Unit/ Upgrade cards, deployables, custom dice and more! &#10;&#10;&#10;",8.83,9
Mage Noir,"Mage Noir is a spell crafting card game.&#10;&#10;Become a Mage and duel your opponents by using the spells at your disposal.&#10;Experience exclusive mechanics among card games:&#10;- A shared Mana pool.&#10;- A simple and engaging spell crafting system.&#10;- 6 exciting elements, each with an elegantly designed theme and playstyle.&#10;- Access to the Mage Noir status, an incredible gain of power and a gateway to devastating spells.&#10;&#10;All of it beautifully illustrated by 7 passionate and talented artists.&#10;&#10;Will you be the next Mage Noir?&#10;&#10;&mdash;description from the designer&#10;&#10;",8.78,9
Oak & Iron: Core Box,"Oak &amp; Iron is a 1/600th scale naval game set in the age of piracy, imperial expansion, and above all, fighting sail. It allows players to recreate battles between small fleets and squadrons of armed sailing ships. The game is designed to be simple and intuitive while also challenging players by providing significant tactical depth, being true to the theme and tactics of the period, and supplying significant flavor for the various factions represented in the game.&#10;&#10;The game can be played with up to six players when playing at fleet scale. Two teams of three players each, each player controlling one of more squadrons.&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.75,9
Conqueror: Final Conquest,"Nothing could stop Rome; for it was destined to rule the world. From humble beginnings, this small city would turn into the world&rsquo;s most revered and powerful empire that ruled Europe, the Middle East and Northern Africa for more than 600 years. But what if you can rewrite history? What if you can stop Rome? What if you can create a different world?&#10;&#10;Conqueror: Final Conquest is a fun strategy board game for 3-6 players. Set in the 3rd century BC, you and your friends play as one of 6 nations battling for power to conquer and rule the ancient world.  Form alliances, go to war, betray your friends, bribe your enemies, feed your armies and recruit heroes to build an everlasting empire.&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.77,9
Sports Action Canadian Pro Football,A Canadian Pro Football game that simulated whole seasons of play.  Full set of team cards were available for the 1973 to 1976 seasons. No cards were issued for 1977 to 1979 seasons. Then resumed from 1980 season cards to 1987 season cards  There are fan made sets available.&#10;&#10;Individual team and player cards were statistically accurate.  The entire twenty game schedule (including pre-season) could be played out.&#10;&#10;This game allows you to pick a CFL team and individual offensive players for the various positions of the offense.  Players cards are rated for the player's abilities during that season.  You select running and passing plays and actually use the player stats.  For example you roll to see if Warren Moon completes a pass and then roll a die on Brian Kelly's card to see how many yards he gets.  Same with kickers and punters etc.  The game flow gives a very good simulation of a CFL game.&#10;&#10;,8.8,9
Zero Leader,"Zero Leader is based on the Corsair Leader game, with some significant changes. The game focuses on commanding and managing a Japanese aerial squadron in the Pacific in World War Two, with aircraft including the A6M2 Zero, KI-84 Frank, KI-43 Oscar, G4M Betty, and G3M Nell, covering the major campaigns throughout the war from 1941 to 1945.&#10;&#10;You will need to select the right mix of aircraft under your command in order to successfully carry out the different types of missions. Each aircraft has its advantages and disadvantages. For example, a fighter like the Zero is very maneuverable and deadly to enemy Bandits, but it has limited ability to attack naval and ground targets, whereas a bomber like the Betty can carry a lot of munitions, but are susceptible to enemy bandit and anti-aircraft attacks.&#10;&#10;This game also includes additional aspects of Japanese operations such as mechanical and maintenance challenges, invoking samurai spirit, as well as the ability to deploy the deadly Ohka kamikaze aircraft-bombs. There is also an air combat system which gives you more tactical options when dogfighting with enemy aircraft, including manuevering for position, increasing pilot aggression and being affected by the robustness of the aircraft.&#10;&#10;Like the other games in the &quot;Leader&quot; series, Zero Leader is a solitaire game. Included in the core box:&#10;&#10;&#10;     1 x Mounted Display 20&quot;x15&quot;&#10;     1 x Mounted Dogfight Chart&#10;     11 x Counter Sheets (88 counters per sheet)&#10;     15 x Campaign Sheets&#10;     4 x Player Help Sheets&#10;         2 x single-sided sheets&#10;         2 x double-sided sheets&#10;    &#10;    386 x Cards (2.5&rdquo; x 3.5&rdquo;)&#10;         18 x Frank aircraft cards&#10;         36 x Zero aircraft cards&#10;         36 x Zeke aircraft cards&#10;         18 x Kate aircraft cards&#10;         18 x Jill aircraft cards&#10;         18 x Val aircraft cards&#10;         18 x Emily aircraft cards&#10;         18 x Jack aircraft cards&#10;         18 x Tojo aircraft cards&#10;         18 x Sonia aircraft cards&#10;         18 x Tony aircraft cards&#10;         18 x George aircraft cards&#10;         18 x Oscar aircraft cards&#10;         18 x Betty aircraft cards&#10;         18 x Nell aircraft cards&#10;         5 x Frank &quot;Trainee&quot; aircraft cards&#10;         30 x Event cards&#10;         45 x Target cards&#10;    &#10;     2 x 10-sided Dice&#10;     1 x Player Log Sheet&#10;     1 x Rulebook&#10;&#10;&#10;-description from publisher&#10;&#10;",8.76,9
CoraQuest,"CoraQuest is an exciting and accessible co-operative dungeon crawling game for one to four people, aged six and up.&#10;&#10;In CoraQuest the players work together to guide four adventurers exploring a dungeon, avoiding traps, finding treasure, fighting monsters, and sometimes rescuing a gnome called Kevin.&#10;&#10;CoraQuest is a game that kids and grown-ups can play together and get equal amounts of fun from. It's also a game that sparks creativity - providing encouragement and guidance on how to create heroes, monsters and adventures to make CoraQuest your own.&#10;&#10;All the artwork in CoraQuest is based on kids' drawings, much of it sent in to us from all over the world by the wonderful CoraQuest community. The art has been brought together by our &quot;chief-colourer-in&quot;, Gary King, to make a unique and charming-looking game.&#10;&#10;&mdash;description from the designer&#10;&#10;",8.55,9
Primer: The Gamer's Source for Battles from the Age of Reason,"For twenty years, the &quot;Battles from the Age of Reason&quot; (BAR) game series has been the ultimate gaming expression of mid-eighteenth century warfare. The BAR games feature a highly detailed, realistic and interactive game system, gorgeous map and counter graphics, thorough research and exciting battles throughout Europe and America.&#10;However, because of rules depth, detail and period &quot;elan&quot;, many gamers have been perplexed in learning the system. This Primer is designed as an illustrated learning tool to accompany and enhance the Third Edition BAR rules. This Primer features illustrated rules demonstrations, game tactics, learning modules and 280 upgrade and errata counters for previous BAR games.&#10;&#10;This &quot;Battles from the Age of Reason Primer&quot; can be used with all BAR games and even with older rules sets, but is designed around the Third Edition BAR rules and ownership of Fontenoy is required for use of the &quot;Learning Modules&quot; sections.&#10;&#10;It includes:&#10;1-An introduction to BAR&#10;2-Command Control&#10;3-Formations&#10;4-Fire Combat&#10;5-Close Combat&#10;6-Disorder&#10;7-Morale&#10;8-Basic BAR Tactics&#10;9-Learning Modules &amp; Exercises&#10;10-Updating games to BAR v3&#10;11-BARv3 errata, game support and credits&#10;&#10;",9.13,9
The Battle of Five Armies Collector's Edition,"The Battle of Five Armies is a stand-alone board game for two players, which recreates the fierce struggle witnessed by Bilbo Baggins at the end of his quest for the Lonely Mountain, in &ldquo;The Hobbit&rdquo;, the world-renowned masterpiece by J.R.R. Tolkien. Developed by the same designer team of the awarded War of the Ring board game (Francesco Nepitello, Marco Maggi and Roberto Di Meglio), The Battle of Five Armies is based on the mechanics first used in that game, merging action dice and event cards. The system is further enhanced by the addition of the &ldquo;Fate Track&rdquo; mechanic, handling the arrival of the allies and the triggering of special events. All the key characters in the battle &ndash; Bilbo, Gandalf, Thorin, Dain, the Elven King, Bard, Beorn, Bolg &ndash; are featured with powerful special abilities and unique sculptures.&#10;&#10;This Collector's Edition will include a high-quality version of all the components featured in the regular, and now out-of-print, version of the game, complemented by 126 hand-painted figures, in a special deluxe packaging, and with a limited edition certificate of authenticity. It will also include &quot;The Fate of Erebor&quot;, a previously unreleased mini-expansion including rules and components to reflect the outcome of the game in your games of War of the Ring Second Edition.&#10;&#10;The Battle of Five Armies Collector's Edition will have a single print run, with a single print run of 1500.&#10;&#10;The Collector's Edition of The Battle of Five Armies includes:&#10;- 126 painted figures&#10;- deluxe large size game board&#10;- special hardcover edition of the rulebook printed on high-quality textured paper&#10;- 2 deluxe player aids&#10;- 13 limited edition action dice&#10;- 10 limited edition combat dice&#10;- 92 tarot-size limited edition cards&#10;- 11 deluxe cardstock character and unit cards&#10;- 3 cloth recruitment bags&#10;- 1 fate token bag&#10;-  170 deluxe counters&#10;- War of the Ring: The Fate of Erebor rules and components&#10;- numbered Certificate of Authenticity&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.9,9
"Hood Strikes North: The Tennessee Campaign, Fall 1864","Hood Strikes North is the latest design in the award-winning Great Campaigns of the American Civil War (GCACW) series. It depicts the desperate offensive undertaken by General John Bell Hood&rsquo;s Army of Tennessee in November 1864 through central Tennessee in an effort to capture Union-held Nashville. Union forces defending the critical Nashville-Chattanooga corridor, led by Maj. Gen. George Thomas (&ldquo;The Rock of Chickamauga&rdquo;), were initially scattered and ill-prepared to meet Hood&rsquo;s thrust. But under Thomas&rsquo; prudent and patient leadership, the Rebels were stopped at the gates of Nashville and then thoroughly defeated by a Union offensive in mid-December.&#10;&#10;Hood Strikes North will include a single map, two countersheets, and limited special rules, thereby making it a highly suitable game for newcomers to the Great Campaigns of the American Civil War series. The game is designed by Joe Balkoski (the original GCACW series creator), Chris Withers, and Ed Beach. Based on mid-19th century Tennessee county maps, the game map will adhere to the high graphic standards of its predecessors, with map design executed by artist Charlie Kibler&mdash;whose work on the series dates back to its creation in 1992.&#10;&#10;Hood Strikes North will use the latest version of the GCACW Standard Basic Game Rules that all other games in the series use. After more than a quarter of a century of refinement, these rules are extremely well organized and relatively easy to learn, even for series newcomers. The Advanced Game rules will cover situations specifically applicable to the November &ndash; December 1864 timeframe.&#10;&#10;Hood Strikes North includes eight Basic Game scenarios and one Advanced Game campaign, all extensively playtested:&#10;&#10;Here Come the Rebels! (November 24, 1864, 1 turn): Introductory scenario, great for learning how to play, depicting the arrival of Nathan Bedford Forrest&rsquo;s Rebel cavalry in central Tennessee, as Union forces under Maj. Gen. John Schofield hastily retreat to Columbia, Tennessee, covered by their cavalry.&#10;The Race for Columbia (November 23 &ndash; 29, 1864, 7 turns): The initial attempt by Hood to cut off Union forces in southern Tennessee from Nashville.&#10;A Great Chance Was Lost (November 28 &ndash; 29, 1864, 2 turns): Hood&rsquo;s army outflanks Union troops defending Columbia, Tennessee, and at Spring Hill attempts to cut them off from Nashville.&#10;We Will Make the Fight (November 30 &ndash; December 1, 1864, 2 turns): Union troops under Maj. Gen. John Schofield make a stand against Hood&rsquo;s onrushing army at Franklin, Tennessee in their attempt to escape to Nashville.&#10;The Battle of Nashville (December 15 &ndash; 16, 1864, 2 turns): Thomas takes the offensive and strikes hard at Hood&rsquo;s Rebel army entrenched on the outskirts of Nashville.&#10;The Enemy Was Badly Whipped (December 4 &ndash; 7, 1864, 4 turns): While the Rebels entrench south of Nashville, Hood orders Nathan Bedford Forrest to attack the Union stronghold at Murfreesboro in an attempt to relieve pressure on Hood&rsquo;s eastern flank.&#10;Hood&rsquo;s Retreat (December 17 &ndash; 19, 1864, 3 turns): Maj. Gen. James Wilson&rsquo;s Federal cavalry aggressively pursues Hood&rsquo;s beaten army, but Forrest&rsquo;s Rebel cavalry stands in the way.&#10;That Devil Forrest (December 23 &ndash; 24, 1864, 2 turns): A fast-playing introductory scenario for learning how to play multiple turns. Forrest&rsquo;s Rebel cavalry is the rear guard trying to delay pursuing Union infantry and cavalry.&#10;Hood Strikes North (advanced scenario, November 23 &ndash; December 24, 1864, 32 turns): A depiction of the entire campaign.&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.73,9
Core Space,"Core Space is a science fiction miniatures board game. Each player takes control of a band of Traders trying to make a living in a dangerous galaxy, all the while hunted by the Purge, a semi-sentient race of humanoid machines whose sole task is to harvest worlds.&#10;&#10;A game of Core Space takes place on a detailed 3D board. Your Traders must explore the area, fulfil their objectives, salvage what they can and then escape back to their ship, spending their earnings on desperately-needed repairs. The exciting campaign system will track your crew from game to game, developing their skills, upgrading their equipment and telling their story.&#10;&#10;This core set accommodates 1-2 players, but the game supports up to 6 players using additional Trader crews, available separately.&#10;&#10;Contents&#10;&#10;8 Trader Miniatures&#10;        The Crew of the Black Maria&#10;        The Crew of the Ion Hope&#10;    9 Purge Miniatures&#10;    3 Civilian Miniatures&#10;    8 Plastic Crew Dashboards&#10;    11 Character Boards&#10;    8 Class Boards&#10;    1 Purge Board&#10;    2 Ship Boards&#10;    1 Plastic Hostility Tracker&#10;    7 Dice&#10;    20 Event Cards&#10;    104-Page Rulebook&#10;    42 Counters &amp; 189 Plastic Pegs&#10;    Token Pouch with over 100 Equipment Tokens&#10;    And finally, a 2'/60cm square gaming mat with over 130 terrain pieces to build your board!&#10;&#10;",8.83,9
High Frontier 4 All,"This is the 4th ed of Phil Eklund's signature game High Frontier. It started with Rocket Flight (1979), a game with the vision to let &quot;Each player start as a spacefaring company in the year 2020 trying to make a profit in trade and technology development.&quot; Now that we are at that year, High Frontier has evolved into a modular system open to enthusiasts to keep it updated ever farther into the future.&#10;&#10;The Core Game is equivalent to the previous edition's basic and advanced rules, and includes Module 0 (Politics). It also comes with the beginner's game Space Diamonds (accessible to bright children), Race for Glory (introductory, including a playthrough), and a variety of solitaire and cooperative variants. The iconic map of High Frontier is the most comprehensive map of the solar system ever published! Since it is a delta-v map, it offers a completely different view of the accessibility of the worlds that orbit Sol. The cards and map have been expanded and produced in consultation with experts in the field, and the author himself is a former rocket scientist, and we can safely say this is the most accurate yet accessible game of space exploration/exploitation ever published. Transition rules allow High Frontier to work as an independent 4th stage in the Bios:Earth trilogy (Bios:Genesis, Bios: Megafauna, and BIOS: Origins) about the evolution of life on our planet.&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.57,9
Kleos,"Equally feared and worshipped by mortals, monsters, and spirits alike, the Olympian Gods sit upon Mount Olympus and watch the world go by. That is, until word of the founding of a new city reaches their ears. Kleos, a city said to rival and eventually surpass even Troy and Athens. Zeus has declared a week-long contest among the gods to decide who shall be the patron god of this city-state. So call forth your champion, ready your armies, and use every divine power you possess to win at all costs. And remember, the gods do not play fair!&#10;&#10;Kleos is a lightly asymmetrical game of strategic combat and area control. It combines hex-based combat with your favorite card game elements for a dynamic experience. Join the contest as one of five Greek Olympian Gods - Ares, Artemis, Hermes, Athena, or Dionysus - each with their own unique champion and divine deck.&#10;&#10;Kleos features tactical card-play and action management. Play powerful blessings and curses to gain advantage.  Summon Minions onto the board or use them as upgrades, serving as mounts or offerings to bolster their allies.&#10;&#10;Command your forces during the action phase.  Manage Minion actions for combat, area control, and tactical advantage.  Send your Minions to the Greek Isles to recruit epic heroes and monsters of legend, such as Medusa, Perseus, and Pegasus. Organize your forces wisely. Positioning is key to victory!&#10; Take the role of a Greek Olympian God, summon your champion, and compete for glory in the eyes of Zeus to be named the patron god of the rising Greek city-state, Kleos!&#10;&#10;&mdash;description from the designer&#10;&#10;",8.79,9
Agemonia,"Agemonia, an enchanted world brimming with magic, is experiencing its greatest upheaval. Earth tremors, tidal surges, electrical storms &mdash; the cataclysmic events are increasing and driving the mortal races to the brink of war. What could this have to do with the resurgence of mysterious, ancient devices? And what of the approaching darkness that reaches from beyond the shadowy gates of the Breach...?&#10;&#10;Agemonia is a fully co-operative board game with challenging, moral choices, set in an expansive storyline for 1-4 players. Live your destiny, and become the mightiest of unlikely heroes &mdash; or even the most despicable of villains &mdash; in this unforgettable adventure!&#10;&#10;Gameplay&#10;As your Heroes explore the Scenario map, story points are triggered, revealing more information about your surroundings. They may provide useful equipment or treasure, spawn new enemies onto the map, or give your Hero an opportunity to test one of their abilities: Might, Agility or Will, by rolling dice, and spending Stamina. You spend Stamina in the form of Stamina chips, but these are also spent and flipped to their wound side when your hero takes damage, reducing the amount of Stamina available for you to use. Each turn your Hero will perform an action (such as attacking, healing, or focusing your abilities) and a maneuver (such as moving, meditating to regain precious Stamina, or recovering to heal your wounds) in either order. Choose wisely, as your choice of action will also affect your turn order for the round, and coordinating your actions with your fellow Heroes is key.&#10;&#10;Combat&#10;Each Hero has one or more actions that allow them to perform an attack by rolling dice and spending stamina. Attacks may be melee, ranged or magic. Melee and ranged attacks require a weapon to perform, and a good quality weapon will enhance an attack. Each Hero has a selection of different attacks to choose from that can be changed on their Hero board between scenarios.&#10;&#10;Each enemy attack is of a fixed value and is linked to one of the 3 Hero abilities: Might, Agility or Will. The attacked Hero will have to test the corresponding ability to attempt to resist the attack. Damage is taken by flipping over your Hero's valuable stamina chips to their wound side. Too much damage and your Hero may become wounded, gaining an injury. Some enemy attacks may inflict a negative condition on your Hero such as Bleeding or Entangled which they will have to overcome to continue their heroic deeds.&quot;&#10;&#10;",8.69,9
TerroriXico,"Description from the designer:&#10;&#10;Across the ages, the most terrifying Mexican legends have been kept within the pages of the ancestral book: TerroriXico&#10;When the book is opened, the monsters within it are released. A team of bold hunters must chase them down and return the monsters to their pages before they wreak havoc&#10;In this semi-cooperative card game, players must help each other in order to capture the monsters.&#10;By using ancestral relics and other special cards, they will prove their courage and defeat the monsters, earning victory points.&#10;The player with the most victory points win, for proving to be the bravest.&#10;&#10;TerririXico is a cooperative card game about myths and Mexican legends, where as a team we must return the monsters to the book.&#10;How to play:&#10;&#10;All players have a deck of 50 cards, 4 kind of relics and special cards.&#10;Every monster battle is a round. By turns players can play 2 cards in the battle zone, 1 open card and 1 face down, or 2 open cards applying the effects of the cards if it has.&#10;The player who plays in total more relics, will win the round and take the firts place and the monster card, the other players gains the points from second place.&#10;If any player passes by can not play cards receive 1 card of trauma,these trauma cards go to the player's deck.&#10;But this battle might have consequences in the minds of the players; if they can't play any card to stay in the battle, they will receive trauma cards, If no player can't play anything they might also receive friendly fire&#10;&#10;Open the book and let the monster hunt begin!&#10;&#10;",9.43,9
Gladiatoris,"GLADIATORIS is a board game from 1 to 4 players (up to 6 with any of our future expansions sets), that recreates Roman amphitheatre&rsquo;s combats. Each player takes the role of a lanista -gladiator trainer-, and must send their Beasts, Slaves and Gladiators to face their rivals'. The winner will be the player with more Sestertii after all the combats, no matter if their combatants outlived them or not.&#10;&#10;In GLADIATORIS, each player chooses a gladiator school, a team of fighters specialized in a particular combat technique. To achieve victory, they will need good judgement investing their money, as well as combat expertise, luck and the favor of the gods.&#10;&#10;Basic Game teams:  SCUTARII (Great Shields, reds), PARMULARII (Small Shields, greens), SINE SCUTO (No Shield, blues), PETAURISTAE (Acrobats, orange).&#10;&#10;",9.23,9
The Battle of Five Armies Collector's Edition,"The Battle of Five Armies is a stand-alone board game for two players, which recreates the fierce struggle witnessed by Bilbo Baggins at the end of his quest for the Lonely Mountain, in &ldquo;The Hobbit&rdquo;, the world-renowned masterpiece by J.R.R. Tolkien. Developed by the same designer team of the awarded War of the Ring board game (Francesco Nepitello, Marco Maggi and Roberto Di Meglio), The Battle of Five Armies is based on the mechanics first used in that game, merging action dice and event cards. The system is further enhanced by the addition of the &ldquo;Fate Track&rdquo; mechanic, handling the arrival of the allies and the triggering of special events. All the key characters in the battle &ndash; Bilbo, Gandalf, Thorin, Dain, the Elven King, Bard, Beorn, Bolg &ndash; are featured with powerful special abilities and unique sculptures.&#10;&#10;This Collector's Edition will include a high-quality version of all the components featured in the regular, and now out-of-print, version of the game, complemented by 126 hand-painted figures, in a special deluxe packaging, and with a limited edition certificate of authenticity. It will also include &quot;The Fate of Erebor&quot;, a previously unreleased mini-expansion including rules and components to reflect the outcome of the game in your games of War of the Ring Second Edition.&#10;&#10;The Battle of Five Armies Collector's Edition will have a single print run, with a single print run of 1500.&#10;&#10;The Collector's Edition of The Battle of Five Armies includes:&#10;- 126 painted figures&#10;- deluxe large size game board&#10;- special hardcover edition of the rulebook printed on high-quality textured paper&#10;- 2 deluxe player aids&#10;- 13 limited edition action dice&#10;- 10 limited edition combat dice&#10;- 92 tarot-size limited edition cards&#10;- 11 deluxe cardstock character and unit cards&#10;- 3 cloth recruitment bags&#10;- 1 fate token bag&#10;-  170 deluxe counters&#10;- War of the Ring: The Fate of Erebor rules and components&#10;- numbered Certificate of Authenticity&#10;&#10;&mdash;description from the publisher&#10;&#10;",8.9,9
